순번,설치위치 주소,위도(X),경도(Y),추가 센서 #1,추가 센서 #2,추가 센서 #3,추가 센서 #4,추가 센서 #5
25,서울특별시 양천구 신정동 994-1,37.52591806,126.8635581,1,0,0,0,0
26,서울특별시 은평구 갈현동 465-3,37.6113036,126.917502,1,0,0,0,0
27,서울특별시 은평구 녹번동 153-46 ,37.60514575,126.9235772,1,0,0,0,0
28,서울특별시 종로구 가회동 60,37.58142997,126.9846468,1,0,0,0,0
29,서울특별시 종로구 가회동 33-13,37.58233107,126.983559,1,0,0,0,0
30,서울특별시 종로구 동숭동 50-135,37.57878614,127.0071882,1,0,0,0,0
31,서울특별시 종로구 이화동 9-498,37.5777396,127.0080332,1,0,0,0,0
32,서울특별시 중구 남대문로2가 123,37.56384606,126.9818665,1,0,1,1,0
33,서울특별시 중구 을지로6가 18-185,37.56786992,127.0086311,1,0,0,0,0
34,서울특별시 중구 신당동 204-9,37.56772879,127.0126695,1,0,0,0,0
35,서울특별시  중구 남창동 31-1,37.56040912,126.978669,1,0,0,0,1
36,서울특별시 강서구 방화동 830-9,37.57782669,126.8133372,1,0,0,0,0
37,서울특별시 강서구 등촌3동 78-7,37.56053576,126.8547068,1,0,0,0,0
38,서울특별시 중구 충무로2가 65-3,37.56160433,126.985559,1,0,0,0,0
39,서울특별시 도봉구 창동 134-22,37.6535602,127.0462197,1,0,0,0,0
40,서울특별시 도봉구 창동 788-1,37.64258575,127.052532,1,0,0,0,0
41,서울특별시 도봉구 방학동 724-16,37.66184473,127.0477197,1,0,0,0,0
42,서울특별시 도봉구 쌍문동 88-144,37.64934955,127.0348639,1,0,0,0,0
43,서울특별시 도봉구 방학동 726-74,37.66621365,127.0464686,1,0,0,0,0
44,서울특별시 도봉구 창동 181-52,37.65690709,127.0463949,1,0,0,0,0
45,서울특별시 서초구 양재동 14-6,37.48244974,127.0373399,1,0,0,0,0
46,서울특별시 서초구 반포동 128-11,37.50089183,127.0008701,1,0,0,0,0
47,서울특별시  서초구 방배2동 산190-2,37.46248315,126.9883535,1,0,1,1,0
48,서울특별시 금천구 가산동 239-26,37.47468281,126.8874063,1,0,0,0,0
49,서울특별시 양천구 목동 911-4,37.53245995,126.8857541,1,0,0,0,0
50,서울특별시 양천구 신월동 42-1,37.53911722,126.8240324,1,0,0,0,0
51,서울특별시 강동구 둔촌동 산 28-1,37.52221023,127.1455199,1,0,0,0,1
52,경기도 과천시 대공원광장로 102,37.4248203,127.0196764,1,0,0,0,1
53,서울특별시 강동구 천호동 463-38,37.5419464,127.1215875,1,0,0,0,1
54,서울특별시 도봉구 방학동 264-44,37.66113377,127.0363947,1,0,0,0,1
55,서울특별시 양천구 목동 554,37.54440989,126.8704137,1,0,0,0,1
56,경기도 과천시 대공원광장로 102,37.43436316,127.0113356,1,0,0,0,0
57,서울특별시 강북구 미아동 754-63,37.62300566,127.0218915,1,0,0,0,0
58,서울특별시 강서구 등촌동 366-70,37.54803257,126.8606334,1,0,0,0,0
59,서울특별시 동작구 흑석동 211-32,37.50619475,126.9551335,1,0,0,0,0
60,서울특별시 은평구 불광동 195,37.62220907,126.9302785,1,0,0,0,0
61,서울특별시 강동구 성내동 459-6,37.5272027,127.121662,1,0,0,0,0
62,서울특별시 강동구 고덕동 197-4,37.55941343,127.1708168,1,0,0,0,0
63,서울특별시 강동구 암사동 139-2,37.55967518,127.1312918,1,0,0,0,0
64,서울특별시 동작구 상도동 207-5,37.49928608,126.9440571,1,0,0,0,0
65,서울특별시 강동구 천호동 42,37.54626753,127.1430179,1,0,0,0,0
66,서울특별시 서초구 서초4동 1306-1,37.50061909,127.0260189,1,0,0,0,0
67,서울특별시 서초구 서초3동 1579-9,37.48827084,127.0139087,1,0,0,0,0
68,서울특별시 서초구 반포3동 75-21,37.50623299,127.0042288,1,0,0,0,0
69,서울특별시 서초구 서초4동 1318-9,37.49793848,127.0268137,1,0,1,1,0
70,서울특별시 서초구 방배4동 3001-2,37.48573247,126.9833962,1,0,0,0,0
71,서울특별시 강동구 고덕동 317-1,37.5566477,127.1448705,1,0,0,0,0
72,서울특별시 강동구 천호동 361,37.54514714,127.1275513,1,0,0,0,0
73,서울특별시 강서구 개화동 418-194,37.58013454,126.7999832,1,0,0,0,0
74,서울특별시 강동구 둔촌동 599,37.53182933,127.1496707,1,0,0,0,0
75,서울특별시 강동구 천호동 326-18,37.54588985,127.12371,1,0,0,0,0
76,서울특별시 서초구 반포1동 30-8 ,37.50205663,127.0154344,1,0,0,0,0
77,서울특별시 서대문구 홍은동 산26-155,37.58116901,126.9321883,1,0,0,0,0
78,서울특별시 강서구 마곡동 728-356,37.55546881,126.8266133,1,0,0,0,0
79,서울특별시 도봉구 쌍문동 220,37.66028451,127.0335996,1,0,0,0,0
80,서울특별시 도봉구 쌍문동 산 240-5 ,37.65204049,127.0270449,1,0,0,0,0
81,서울특별시 강동구 둔촌동 517-4,37.52871449,127.1373889,1,0,0,0,0
82,서울특별시 강동구 상일동 283-6,37.54855912,127.170907,1,0,0,0,0
83,서울특별시 강동구 암사동 265-7,37.55888187,127.1356067,1,0,0,0,0
84,서울특별시 강동구 천호동 528-1,37.53821966,127.134581,1,0,0,0,0
85,서울특별시 강동구 강일동 348-1,37.56913389,127.1787659,1,0,0,0,0
86,서울특별시 강동구 길동 141-5,37.53662302,127.1464696,1,0,0,0,0
87,서울특별시 마포구 망원동 403-5,37.55500134,126.9053084,1,0,0,0,0
88,서울특별시 강동구 길동 338-9,37.5423736,127.1437411,1,0,0,0,0
89,서울특별시 강동구 상일동 166,37.54961964,127.1579314,1,0,0,0,0
90,서울특별시 강동구 성내동 519-12,37.53062449,127.1284073,1,0,0,0,0
91,서울특별시  강북구 번동 95-7,37.61999399,127.0437864,1,0,0,0,0
92,서울특별시 강동구 천호동 1-2,37.55048669,127.1395816,1,0,0,0,0
93,서울특별시 강동구 천호동 290-39,37.54742334,127.1312276,1,0,0,0,0
94,서울특별시 강동구 길동 157-10,37.54049414,127.1482071,1,0,0,0,0
95,서울특별시 강북구 수유동 32-2,37.64061679,127.021637,1,0,0,0,0
96,서울특별시 강동구 상일동 325-1,37.54771228,127.1726824,1,0,0,0,0
97,서울특별시 강동구 성내동 500,37.53312245,127.1323931,1,0,0,0,0
98,서울특별시 강동구 천호동 233-48,37.54825641,127.1368244,1,0,0,0,0
99,서울특별시 강동구 고덕동 289-4,37.56062598,127.157431,1,0,0,0,0
100,서울특별시 양천구 신월동 9-2,37.5421903,126.8290816,1,0,0,0,0
101,서울특별시 강동구 암사동 458,37.55465728,127.1328591,1,0,0,0,0
102,서울특별시 양천구 신월동 957-13,37.52014221,126.8316555,1,0,0,0,0
103,서울특별시 양천구 신정동 190-5,37.50589814,126.8642202,1,0,0,0,0
104,서울특별시 양천구 신정동 1277,37.51133256,126.8520614,1,0,0,0,0
105,서울특별시 강동구 천호동 316-4,37.54799097,127.1261418,1,0,0,0,0
106,서울특별시 양천구 목동 543-15,37.5436034,126.8738447,1,0,0,0,0
107,서울특별시 동작구 상도동 279-328,37.49622929,126.9385648,1,0,0,0,0
108,서울특별시 강동구 상일동 507,37.55087372,127.1775763,1,0,1,1,0
109,서울특별시 동작구 사당동 419-24,37.47885234,126.9756084,1,0,0,0,0
110,서울특별시 동작구 상도동 299-156,37.49460854,126.9327849,1,0,0,0,0
111,서울특별시 동작구 신대방동 602-10,37.49011052,126.9097343,1,0,0,0,0
112,서울특별시 도봉구 창동442-2,37.64292463,127.0410278,1,0,0,0,0
113,서울특별시 도봉구 쌍문동 720-1,37.65714093,127.0284523,1,0,0,0,0
114,서울특별시 강동구 성내동 449-15,37.52195425,127.133721,1,0,0,0,0
115,서울특별시 도봉구 쌍문동 81-100,37.65373165,127.0335584,1,0,0,0,0
116,서울특별시 도봉구 방학동 722-2,37.66369367,127.0486212,1,0,0,0,0
117,서울특별시  중구 남대문로5가 1-5 ,37.56027699,126.975354,1,0,0,0,0
118,서울특별시 도봉구 도봉동 599-41,37.67501401,127.0426672,1,0,0,0,0
119,서울특별시 강북구 번동 248,37.62331968,127.0460579,1,0,0,0,0
120,서울특별시 강북구 미아동 791-1549,37.62523296,127.0138596,1,0,0,0,0
121,서울특별시 강동구 강일동 601-1,37.56320788,127.1723485,1,0,0,0,0
122,서울특별시 강북구 수유동 535-228,37.64400709,127.0039409,1,0,0,0,0
123,서울특별시 강북구 미아동 61-17,37.6146516,127.028974,1,0,0,0,0
124,서울특별시 강북구 번동 417-58,37.63736615,127.0291526,1,0,0,0,0
125,서울특별시 강남구 대치동 78-28,37.50182482,127.0708615,1,1,1,1,1
126,서울특별시 강북구 수유동 719-2,37.6471793,127.0246187,1,1,0,0,1
127,서울특별시 도봉구 창동 743-2,37.66079952,127.0507561,1,1,0,0,1
128,서울특별시  서대문구 홍제동 287-261,37.59771864,126.9500063,1,1,0,0,1
129,서울특별시 양천구 신정동 330-8,37.51418744,126.8767166,1,1,0,0,1
130,서울특별시 강남구 일원동 246-13,37.47948708,127.0797096,1,1,0,0,0
131,서울특별시 강남구 수서동 720,37.4886613,127.1067158,1,1,0,0,0
132,서울특별시 광진구 중곡동 485-7,37.56718217,127.0771395,1,1,0,0,0
133,서울특별시 광진구 중곡동 72-59,37.56233608,127.0960647,1,1,0,0,0
134,서울특별시  노원구 월계동 472-49,37.61649398,127.059657,1,1,0,0,0
135,서울특별시  도봉구 창동 516-4,37.63330095,127.0393869,1,1,0,0,0
136,서울특별시 서대문구 홍제동 44-633,37.57847645,126.9503206,1,1,0,0,0
137,서울특별시  서대문구 홍제동 266-271,37.59224961,126.9451617,1,1,0,0,0
138,서울특별시  서대문구 홍은동 275-36,37.57949301,126.9341688,1,1,0,0,0
139,서울특별시  서대문구 북가좌동 352-1,37.58357273,126.910461,1,1,0,0,0
140,서울특별시  서대문구 북가좌동 408-1,37.5771163,126.9036178,1,1,0,0,0
141,서울특별시 양천구 신정동 산 102,37.50999269,126.8546924,1,1,0,0,0
142,서울특별시 은평구 응암동 122-32,37.59563579,126.9156191,1,1,0,0,0
143,서울특별시  종로구 신영동 130-8,37.60164926,126.9614109,1,1,0,0,0
144,서울특별시 종로구 평창동 산6-17,37.60180763,126.98117,1,1,0,0,0
145,서울특별시 강남구 논현동 2,37.51637194,127.0208385,1,0,0,1,0
146,서울특별시 강남구 논현동 66,37.51889789,127.0286532,1,0,0,1,0
147,서울특별시 강남구 수서동362-9,37.49238125,127.0945893,1,0,0,1,0
148,서울특별시  강동구 둔촌동 180-2 ,37.51939359,127.1393182,1,0,0,1,0
149,서울특별시 구로구 오류동 산42-40,37.48581097,126.830672,1,0,0,1,0
150,서울특별시  노원구 상계동 730,37.65334887,127.0606327,1,0,0,1,0
151,서울특별시  도봉구 도봉동 299,37.68886228,127.0454035,1,0,0,1,0
152,서울특별시 서초구 방배동 1027-6,37.47467186,127.0004762,1,0,0,1,0
153,서울특별시 서초구 양재동 221-9,37.46072485,127.035673,1,0,0,1,0
154,서울특별시 성동구 용답동 236-4,37.56058905,127.0697265,1,0,0,1,0
155,서울특별시 송파구 문정동 73-10,37.4803649,127.1256449,1,0,0,1,0
156,서울특별시 양천구 신정동 328-5,37.5132245,126.867697,1,0,0,1,0
157,서울특별시 영등포구 양평동1가 165,37.52259054,126.8888651,1,0,0,1,0
158,서울특별시 은평구 응암동 87-7,37.60039676,126.922413,1,0,0,1,0
159,서울특별시 중랑구 신내동 256-24,37.62027046,127.1061538,1,0,0,1,0
160,서울특별시 강남구 논현동 130-9,37.51256716,127.0312446,1,0,0,0,0
161,서울특별시 강동구 양재대로 1716,37.55869892,127.1443342,1,0,0,0,0
162,서울특별시 강서구 화곡동 340-54,37.53273493,126.8463106,1,0,0,0,0
163,서울특별시 관악구 조원동 537-33,37.48248677,126.9141546,1,0,0,0,0
164,서울특별시 영등포구 대림동 990-1,37.48897429,126.906033,1,0,0,0,0
165,서울특별시 강남구 개포동 1268,37.47950461,127.050789,1,0,0,0,0
166,서울특별시 강남구 세곡동 120-7,37.46507552,127.1069185,1,0,0,0,0
167,서울특별시 강서구 개화동 246-16,37.58870084,126.802494,1,0,0,0,0
168,서울특별시 강서구 마곡동 731-199,37.56759287,126.8189344,1,0,0,0,0
169,서울특별시 강서구 마곡동 749-4,37.55712905,126.8225904,1,0,0,0,0
170,서울특별시 강서구 마곡동 770-7,37.56421468,126.833869,1,0,0,0,0
171,서울특별시 강서구 가양2동 1481,37.56474481,126.8534306,1,0,0,0,0
172,서울특별시 강서구 염창동 240-52,37.55734709,126.8659034,1,0,0,0,0
173,서울특별시 강서구 염창동 53-1,37.55351048,126.8711211,1,0,0,0,0
174,서울특별시 강서구 등촌동 522-1,37.54736269,126.8613494,1,0,0,0,0
175,서울특별시 강서구 염창동 263(105동),37.54866094,126.8740316,1,0,0,0,0
176,서울특별시 강서구 마곡동 9,37.57245123,126.8371703,1,0,0,0,0
177,서울특별시 강서구 방화동 278-31,37.57315211,126.8163781,1,0,0,0,0
178,서울특별시 강서구 방화동 247-21,37.5678138,126.8159946,1,0,0,0,0
179,서울특별시 관악구 신림동 1627-11,37.47906596,126.9265235,1,0,0,0,0
180,서울특별시 광진구 광장동 328-2,37.54768518,127.106921,1,0,0,0,0
181,서울특별시 구로구 수궁동 온수동67-15,37.49402783,126.8182427,1,0,0,0,0
182,서울특별시 구로구 천왕동 278-2,37.48329114,126.8414001,1,0,0,0,0
183,서울특별시 구로구 구로동 810-2,37.48482285,126.9014312,1,0,0,0,1
184,서울특별시 종로구 신문로1가 135-2,37.56997647,126.9755166,1,0,0,0,0
185,서울특별시 동대문구 이문동 353,37.60487617,127.0708027,1,0,0,0,0
186,서울특별시 동대문구 청량리동 203-167,37.58753193,127.0425772,1,0,0,0,0
187,서울특별시 동대문구 청량리동 283,37.5810902,127.0450743,1,0,0,0,0
188,서울특별시 성북구 하월곡동 29-133,37.60363281,127.0398362,1,0,0,0,0
189,서울특별시 성북구 종암동 10-236,37.59544076,127.036678,1,0,0,0,0
190,서울특별시 성북구 정릉동 716-39,37.61101097,127.0049249,1,0,0,0,0
191,서울특별시 종로구 종로5가 231-1,37.57086928,127.0048453,1,0,0,0,0
192,서울특별시 중랑구 중화동 209,37.59427032,127.0741118,1,0,0,0,0
193,서울특별시  중랑구 망우동 산52,37.60016479,127.1119185,1,0,0,0,0
194,서울특별시 은평구 구산동 202-1,37.61414691,126.9101602,1,0,0,0,0
195,서울특별시 강동구 성내동 19-1,37.53677728,127.1287361,1,0,0,1,1
196,서울특별시 노원구 중계동 425-8,37.65341035,127.0737034,1,0,0,1,1
197,서울특별시 송파구 가락동 128-8,37.49495788,127.1241947,1,0,0,1,1
198,서울특별시 송파구 장지동 861,37.47981602,127.1353152,1,0,0,1,1
199,서울특별시 은평구 진관동 108-9,37.63440727,126.9152589,1,0,0,1,1
200,서울특별시 종로구 서린동 151-4,37.56931287,126.9784703,1,0,0,0,0
201,서울특별시 종로구 서린동 42-8 ,37.56920639,126.9819182,1,0,0,0,0
202,서울특별시 중구 태평로1가 54-3 ,37.56613919,126.9776471,1,0,0,0,0
203,서울특별시 노원구 상계동 1171-2,37.68427838,127.0552843,1,0,0,0,0
204,서울특별시 서대문구 홍제동 40-63,37.58068232,126.9536823,1,0,0,0,0
205,서울특별시 서대문구 홍제동 294-84,37.59082129,126.9409275,1,0,0,0,0
206,서울특별시 성동구 송정동 67-29,37.54884166,127.0604063,1,0,0,0,0
207,서울특별시 성동구 송정동 66-32,37.54889612,127.0629361,1,0,0,0,0
208,서울특별시 성동구 행당동 6-2,37.56005301,127.0410724,1,0,0,0,0
209,서울특별시 종로구 창신동 357,37.5722213,127.0135165,1,0,0,0,0
210,서울특별시  종로구 연건동 128-9,37.57698177,127.0024889,1,0,0,0,0
211,서울특별시 서대문구 홍제동 294-46,37.59116011,126.9430063,1,0,0,0,0
212,서울특별시 서대문구 현저동 101,37.57294405,126.9555847,1,0,0,0,0
213,서울특별시 구로구 구로동 704-13,37.49002864,126.8835537,1,0,0,0,0
214,서울특별시 구로구 구로동 317-20,37.49183115,126.8891554,1,0,0,0,0
215,서울특별시 구로구 구로동 1259,37.48958795,126.8764395,1,0,0,0,0
216,서울특별시 구로구 수궁동 212-15,37.49440262,126.8314721,1,0,0,0,0
217,서울특별시 구로구 가리봉동 132-53,37.48214478,126.8893389,1,0,0,0,0
218,서울특별시 동대문구 용두동 792-6,37.57668991,127.0362773,1,0,0,0,0
219,서울특별시 구로구 개봉동 139-54,37.49954171,126.8507733,1,0,0,0,0
220,서울특별시 구로구 개봉동 375-4,37.48455732,126.8537096,1,0,0,0,0
221,서울특별시 구로구 구로동 777-34,37.48718079,126.8896263,1,0,0,0,0
222,서울특별시 중구 소공동 91-1,37.56504075,126.9788859,1,0,0,0,0
223,서울특별시 구로구 개봉동 328-23,37.49049118,126.8553777,1,0,0,0,0
224,서울특별시 구로구 구로동 50-9,37.50111379,126.8923967,1,0,0,0,0
225,서울특별시 구로구 오류동 182-22,37.48743033,126.8385274,1,0,0,0,0
226,서울특별시 구로구 개봉동 416-2,37.50526429,126.8451274,1,0,0,0,0
227,서울특별시 동대문구 전농동 688-8,37.57977525,127.0620252,1,0,0,0,0
228,서울특별시 강남구 일원동 688,37.48952988,127.0753463,1,0,0,0,0
229,서울특별시 강남구 일원동 735-1,37.48339724,127.0862339,1,0,0,0,0
230,서울특별시 강서구 화곡동 산 60-1,37.54882399,126.8434758,1,0,0,0,0
231,서울특별시 강남구 삼성동 111-32,37.51606159,127.0618801,1,0,0,0,0
232,서울특별시 성북구 장위동 45-4,37.61107942,127.0555166,1,0,0,0,0
233,서울특별시 구로구 고척동 283-2,37.50568303,126.8586102,1,0,0,0,0
234,서울특별시 강서구 가양동 36-3,37.56721931,126.8475165,1,0,0,0,0
235,서울특별시 서초구 내곡동 122,37.4543351,127.0618843,1,0,0,0,0
236,서울특별시 서초구 방배동 838-1,37.4913371,126.9923309,1,0,0,0,0
237,서울특별시 강서구 염창동 276-9,37.54980487,126.8702252,1,0,0,0,0
238,서울특별시 구로구 항동 1-10,37.48683268,126.8237121,1,0,0,0,0
239,서울특별시 양천구 신월동 43-4,37.53623879,126.8242707,1,0,0,0,0
240,서울특별시 강서구 화곡동 999-6,37.55183644,126.8458607,1,0,0,0,0
241,서울특별시 구로구 구로동 426-83,37.49382607,126.8840768,1,0,0,0,0
242,서울특별시 영등포구 당산동1가 16-1,37.52031382,126.8969952,1,0,0,0,0
243,서울특별시 노원구 상계동 660,37.66738408,127.0534565,1,0,0,0,0
244,서울특별시 노원구 공릉동 587-8,37.62202353,127.0774806,1,0,0,0,0
245,서울특별시 영등포구 대림동 1059-49,37.49095208,126.8965606,1,0,0,0,0
246,서울특별시 강서구 화곡동 1064,37.54254621,126.8403227,1,0,0,0,0
247,서울특별시 강남구 일원동 707,37.49410245,127.0822094,1,0,0,0,0
248,서울특별시 강남구 삼성동 111-138,37.51310182,127.0458183,1,0,0,0,0
249,서울특별시 동대문구 답십리동 1004-10,37.57132426,127.0510025,1,0,0,0,0
250,서울특별시 강남구 일원동 700-8,37.49550759,127.0857485,1,0,0,0,1
251,서울특별시 구로구 개봉동 480,37.49137096,126.8607797,1,0,0,0,0
252,서울특별시 동대문구 전농동 산 32-20,37.57837517,127.0624354,1,0,0,0,0
253,서울특별시 동대문구 장안동 478-11,37.56833563,127.0658885,1,0,0,0,0
254,서울특별시 구로구 고척동 73-3,37.49775403,126.8633107,1,0,0,0,0
255,서울특별시 성북구 장위동 16-85,37.61570454,127.0588487,1,0,0,0,0
256,서울특별시 동대문구 답십리동 530-10,37.56782032,127.0525347,1,0,0,0,0
257,서울특별시 동대문구 회기동 3-2,37.59192024,127.0546253,1,0,0,0,0
258,서울특별시 구로구 온수동 53-11,37.49167186,126.8231311,1,0,0,0,0
259,서울특별시 도봉구 창동 274-13,37.656045,127.0437189,1,0,0,0,0
260,서울특별시 동대문구 답십리동 807,37.57114055,127.0645218,1,0,0,0,0
261,서울특별시 강서구 방화동 134-20,37.57784085,126.818892,1,0,0,0,0
262,서울특별시 강남구 세곡동 110-5,37.46682943,127.1088929,1,0,0,0,0
263,서울특별시 양천구 목동 868,37.53291626,126.8683909,1,0,0,0,0
264,서울특별시 동대문구 장안동 413-3,37.56298757,127.0595872,1,0,0,0,0
265,서울특별시 동대문구 휘경동 43-179,37.58522784,127.0655327,1,0,0,0,0
266,서울특별시 강남구 수서동 727,37.48676489,127.1018579,1,0,0,0,0
267,서울특별시 동대문구 휘경동 183-432,37.5905138,127.0569302,1,0,0,0,0
268,서울특별시 강남구 일원동 3-16,37.49497896,127.0931442,1,1,0,0,1
269,서울특별시 동대문구 용두동 129-3,37.57335724,127.0325399,1,0,0,0,0
270,서울특별시 강남구 일원동 739-2,37.48083459,127.0809688,1,0,0,0,0
271,서울특별시 강서구 방화동 산 103-2,37.57904271,126.8184922,1,0,0,0,0
272,서울특별시 강서구 등촌동 653-8,37.55515562,126.858558,1,0,0,0,0
273,서울특별시 강서구 방화동 281-20,37.57287575,126.8151904,1,0,0,0,0
274,서울특별시 동대문구 전농동 679,37.57758084,127.0471936,1,0,0,0,0
275,서울특별시 강북구 미아동 1354-15,37.62077412,127.0123532,1,0,0,0,0
276,서울특별시 동대문구 이문동 357,37.60344403,127.0655316,1,0,0,0,0
277,서울특별시 동대문구 휘경동 368-2,37.59078005,127.0671123,1,0,0,0,0
278,서울특별시 영등포구 여의도동 54,37.51829065,126.9329653,1,0,0,0,0
279,서울특별시 구로구 신도림동 292-212,37.50929949,126.8783801,1,0,0,0,0
280,서울특별시 성동구 송정동 92-29,37.55650451,127.0711935,1,0,0,0,0
281,서울특별시 강서구 염창동 208-2,37.55450397,126.8741754,1,0,0,0,0
282,서울특별시 강서구 가양동 146-32,37.56929679,126.8427325,1,0,0,0,0
283,서울특별시 동대문구 이문동 354-18,37.59804281,127.0655573,1,0,0,0,0
284,서울특별시 동대문구 신설동 92-34,37.57554443,127.023874,1,0,0,0,0
285,서울특별시 송파구 잠실동 284,37.50853713,127.0871417,1,0,0,0,0
286,서울특별시 동대문구 제기동 190-14,37.58238909,127.0314924,1,0,0,0,0
287,서울특별시 동대문구 장안동 338-1,37.57014257,127.072957,1,0,0,0,0
288,서울특별시 동대문구 장안동 284-5,37.57946643,127.0724464,1,0,0,0,0
289,서울특별시 영등포구 대림동 738-14,37.49694974,126.8977171,1,0,0,0,0
290,서울특별시 동대문구 청량리동 49-1,37.58571599,127.0479117,1,0,0,0,0
291,서울특별시 강남구 대치동 1028-1,37.49489912,127.0618427,1,0,0,0,0
292,서울특별시 강서구 내발산동 686-4,37.55338226,126.8325758,1,0,0,0,0
293,서울특별시 강서구 방화동 620-32,37.56267922,126.8086245,1,0,1,1,0
294,서울특별시 강서구 방화동 318-2,37.57836214,126.8159088,1,0,0,0,0
295,서울특별시 영등포구 당산동6가 337-1,37.53620112,126.9012217,1,0,0,0,0
296,서울특별시 노원구 상계동 56-3,37.67410962,127.0818401,1,0,0,0,0
297,서울특별시 강남구 대치동 16-1,37.49765571,127.0743987,1,0,0,0,0
298,서울특별시 강서구 가양동 1484,37.56124878,126.8596643,1,0,0,0,0
299,서울특별시 성북구 동선동3가 89,37.59448521,127.0211958,1,0,0,0,0
300,서울특별시 노원구 하계동 251-6,37.64010401,127.0729861,1,0,0,0,0
301,서울특별시 영등포구 양평동4가 93-1,37.53685591,126.8948496,1,0,0,0,0
302,서울특별시 광진구 군자동 55-1,37.55579789,127.0758197,1,0,0,0,0
303,서울특별시 도봉구 도봉동 353-29,37.69099122,127.0423735,1,0,0,0,0
304,서울특별시 구로구 구로동 733-28,37.48946749,126.8848394,1,0,0,0,0
305,서울특별시 강북구 미아동 195-1,37.62731949,127.0271506,1,0,0,0,0
306,서울특별시 서대문구 창천동 18-54,37.55763712,126.9392536,1,0,0,0,0
307,서울특별시 은평구 진관동 13-3,37.64376606,126.9245654,1,0,0,0,0
308,서울특별시 구로구 고척동 291-1,37.50248471,126.8510405,1,0,0,0,0
309,서울특별시 서초구 반포동 550-35,37.49760629,127.0013841,1,0,0,0,0
310,서울특별시 강동구 암사동 548,37.55054502,127.1278725,1,0,0,0,0
311,서울특별시 성북구 상월곡동 24-150,37.60585332,127.0497384,1,0,0,0,0
312,서울특별시 서초구 방배동 921-30,37.48255634,126.9946044,1,0,0,0,0
313,서울특별시 강남구 논현동 22,37.51402419,127.0216812,1,0,0,0,0
314,서울특별시 노원구 상계동 159-4,37.66254305,127.0693112,1,0,0,0,0
315,서울특별시 성북구 석관동 384-8,37.61308658,127.0617154,1,0,0,0,0
316,서울특별시 서초구 반포동 1117,37.4999898,126.987037,1,0,0,0,0
317,서울특별시 강남구 도곡동 421-5,37.48506055,127.044068,1,0,0,0,0
318,서울특별시 노원구 상계동 770-2,37.6441667,127.0606867,1,0,0,0,0
319,서울특별시 노원구 상계동 1146-11,37.67916022,127.0520828,1,0,0,0,0
320,서울특별시 강남구 역삼동 695-14,37.50653959,127.0457279,1,0,0,0,0
321,서울특별시 노원구 상계동 산 44-114,37.67980645,127.0630595,1,0,0,0,0
322,서울특별시 노원구 중계동 510-5,37.64215881,127.0698698,1,0,0,0,0
323,서울특별시 노원구 월계동 777-1,37.63240065,127.0509471,1,0,0,0,0
324,서울특별시 성동구 마장동 780,37.56667486,127.0455215,1,0,0,0,0
325,서울특별시 노원구 하계동 336-45,37.63164114,127.0674542,1,0,0,0,0
326,서울특별시 서초구 반포동 755,37.50280638,126.9904971,1,0,0,0,0
327,서울특별시 중랑구 중화동 326-87,37.59769087,127.0728232,1,0,0,0,0
